0,0
0.020781,0.0035642
0.041562,0.022385
0.062343,0.047286
0.083125,0.072182
0.10391,0.097082
0.12469,0.12201
0.14547,0.14695
0.16625,0.17191
0.18703,0.19686
0.20781,0.22183
0.22859,0.24681
0.24937,0.27182
0.27015,0.29684
0.29094,0.32186
0.31172,0.34689
0.3325,0.37194
0.35328,0.39701
0.37406,0.4221
0.39484,0.4472
0.41562,0.4723
0.4364,0.49742
0.45718,0.52257
0.47797,0.54774
0.49875,0.57293
0.51953,0.59813
0.54031,0.62335
0.56109,0.64859
0.58187,0.67386
0.60265,0.69912
0.62343,0.72436
0.64422,0.74961
0.665,0.77489
0.68578,0.80022
0.70656,0.82557
0.72734,0.85092
0.74812,0.87627
0.7689,0.90165
0.78968,0.92708
0.81046,0.95253
0.83125,0.97799
0.85203,1.0035
0.87281,1.029
0.89359,1.0545
0.91437,1.0801
0.93515,1.1057
0.95593,1.1313
0.97671,1.1569
0.99749,1.1825
1.0183,1.2082
1.0391,1.234
1.0598,1.2597
1.0806,1.2855
1.1014,1.3113
1.1222,1.3371
1.143,1.363
1.1637,1.3889
1.1845,1.4148
1.2053,1.4407
1.2261,1.4667
1.2469,1.4928
1.2676,1.5188
1.2884,1.5449
1.3092,1.571
1.33,1.5971
1.3508,1.6233
1.3716,1.6496
1.3923,1.6758
1.4131,1.7021
1.4339,1.7284
1.4547,1.7548
1.4755,1.7812
1.4962,1.8077
1.517,1.8341
1.5378,1.8606
1.5586,1.8872
1.5794,1.9138
1.6001,1.9404
1.6209,1.9671
1.6417,1.9938
1.6625,2.0205
1.6833,2.0473
1.7041,2.0742
1.7248,2.101
1.7456,2.1279
1.7664,2.1549
1.7872,2.1819
1.808,2.2089
1.8287,2.236
1.8495,2.2631
1.8703,2.2903
1.8911,2.3175
1.9119,2.3448
1.9326,2.3721
1.9534,2.3994
1.9742,2.4268
1.995,2.4542
2.0158,2.4817
2.0366,2.5093
2.0573,2.5368
2.0781,2.5644
2.0989,2.5921
2.1197,2.6198
2.1405,2.6476
2.1612,2.6754
2.182,2.7032
2.2028,2.7311
2.2236,2.7591
2.2444,2.7871
2.2651,2.815
2.2859,2.843
2.3067,2.8707
2.3275,2.8985
2.3483,2.9264
2.369,2.9542
2.3898,2.9821
2.4106,3.0101
2.4314,3.0381
2.4522,3.0662
2.473,3.0942
2.4937,3.1224
2.5145,3.1506
2.5353,3.1788
2.5561,3.2071
2.5769,3.2354
2.5976,3.2637
2.6184,3.2922
2.6392,3.3206
2.66,3.3491
2.6808,3.3777
2.7015,3.4062
2.7223,3.4349
2.7431,3.4635
2.7639,3.4923
2.7847,3.521
2.8055,3.5498
2.8262,3.5786
2.847,3.6075
2.8678,3.6365
2.8886,3.6655
2.9094,3.6945
2.9301,3.7235
2.9509,3.7526
2.9717,3.7818
2.9925,3.8109
3.0133,3.8402
3.034,3.8694
3.0548,3.8987
3.0756,3.9281
3.0964,3.9575
3.1172,3.9869
3.138,4.0163
3.1587,4.0459
3.1795,4.0754
3.2003,4.105
3.2211,4.1346
3.2419,4.1643
3.2626,4.194
3.2834,4.2237
3.3042,4.2535
3.325,4.2833
3.3458,4.3132
3.3665,4.3431
3.3873,4.373
3.4081,4.403
3.4289,4.433
3.4497,4.463
3.4704,4.4931
3.4912,4.5232
3.512,4.5534
3.5328,4.5836
3.5536,4.6138
3.5744,4.644
3.5951,4.6743
3.6159,4.7046
3.6367,4.735
3.6575,4.7654
3.6783,4.7958
3.699,4.8263
3.7198,4.8568
3.7406,4.8873
3.7614,4.9178
3.7822,4.9484
3.8029,4.979
3.8237,5.0097
3.8445,5.0404
3.8653,5.0711
3.8861,5.1018
3.9069,5.1326
3.9276,5.1634
3.9484,5.1942
3.9692,5.2251
3.99,5.256
4.0108,5.2869
4.0315,5.3179
4.0523,5.3488
4.0731,5.3798
4.0939,5.4109
4.1147,5.4419
4.1354,5.473
4.1562,5.5041
4.177,5.5353
4.1978,5.5664
4.2186,5.5976
4.2394,5.6289
4.2601,5.6601
4.2809,5.6914
4.3017,5.7227
4.3225,5.754
4.3433,5.7853
4.364,5.8167
4.3848,5.8481
4.4056,5.8795
4.4264,5.9109
4.4472,5.9424
4.4679,5.9739
4.4887,6.0054
4.5095,6.0369
4.5303,6.0685
4.5511,6.1001
4.5718,6.1317
4.5926,6.1633
4.6134,6.1949
4.6342,6.2266
4.655,6.2583
4.6758,6.29
4.6965,6.3217
4.7173,6.3534
